"ID","Age","Employment","Education","Marital","Occupation","Income","Gender","Deductions","Hours","Accounts","Adjustment","Target"
1020939,44,"Private","Bachelor","Married","Sales",37662.02,"Male",0,50,"UnitedStates",7688,1
1020949,23,"Private","College","Absent","Service",100335.51,"Female",0,35,NA,0,0
1021614,22,"Private","HSgrad","Absent","Service",NA,"Female",0,35,"UnitedStates",0,0
1021903,49,"PSLocal","Master","Married","Executive",30098.58,"Male",0,50,"UnitedStates",NA,1
1022258,36,"Private","HSgrad","Divorced","Transport",43380.64,"Male",0,50,"UnitedStates",0,0
1022425,22,"Private","Bachelor","Absent","Professional",24584.08,"Female",0,15,"Germany",0,0
1023521,26,"Private","College","Absent","Support",151462.25,"Male",0,20,"UnitedStates",0,0
1023699,44,"Private","Bachelor","Married","Executive",29461.26,"Male",0,40,"UnitedStates",10198,1
1024086,26,"Private","Associate","Absent",NA,38142.98,"Female",0,8,"UnitedStates",0,0
1024587,28,"Private","Bachelor","Absent","Executive",NA,"Female",0,60,"UnitedStates",0,0
1024898,35,"Private","College","Divorced","Sales",9034.01,"Female",0,35,"UnitedStates",0,0
1025060,42,"Private",NA,"Married","Service",22787.48,"Male",0,30,"UnitedStates",0,0
1025897,55,"Private","College","Married","Repair",39087.51,"Male",0,40,"UnitedStates",0,0
1026435,25,"Private",NA,"Absent","Repair",174812.5,"Male",0,28,"UnitedStates",0,0
1026654,NA,"SelfEmp","Bachelor","Married","Executive",39472.73,"Male",0,45,"UnitedStates",9386,1
1026740,53,"PSLocal","HSgrad","Married","Executive",56065.12,"Male",0,60,"UnitedStates",0,0
1028473,50,"Private","HSgrad","Married","Sales",47011.78,"Male",0,48,"UnitedStates",0,0
1028980,61,"SelfEmp","Master","Widowed","Executive",92158.43,"Female",0,99,"UnitedStates",NA,0
1029202,NA,"Consultant","Professional","Absent","Professional",91088.9,"Male",0,30,"UnitedStates",0,1
1029689,33,"Private","HSgrad","Married","Repair",34078.48,"Male",0,40,"UnitedStates",0,0
1030062,NA,"Private","Bachelor","Married","Support",27397.18,"Male",0,50,"UnitedStates",1002,1
1030237,60,"Private","College","Divorced","Repair",86618.25,"Male",0,44,"UnitedStates",7510,1
1031776,35,"Private","HSgrad","Absent","Clerical",60272.71,"Male",0,40,"UnitedStates",8614,1
1032074,NA,"Private","Yr10","Absent","Transport",54640.91,"Male",0,84,"UnitedStates",0,0
1032582,63,"Private","College","Married","Repair",32562.24,"Male",0,45,"UnitedStates",0,0
1033056,64,"Private","College","Widowed","Executive",73525.6,"Female",0,3,"UnitedStates",0,0
1033375,57,"Private","HSgrad","Widowed","Clerical",81343.45,"Female",0,40,"UnitedStates",0,0
1033801,45,"Private","College","Divorced","Support",125370.21,"Female",0,40,"Indonesia",0,0
1035843,25,"Private","HSgrad","Absent","Sales",177873.59,"Male",0,40,"UnitedStates",0,0
1035948,29,"Private","Vocational","Absent","Repair",64358.33,"Male",0,50,"UnitedStates",0,0
1035955,46,"Private","HSgrad","Married","Executive",41442.67,"Male",0,40,"UnitedStates",12334,1
1036071,22,"Private","HSgrad","Absent","Service",70541.91,"Female",0,35,"UnitedStates",0,0
1036409,28,"Private","HSgrad","Absent","Cleaner",156434.13,"Male",0,30,"UnitedStates",0,0
1036450,21,"PSState","College","Absent","Service",19720.37,"Female",0,10,"UnitedStates",0,0
1036477,63,"Consultant","College","Married","Machinist",17461.25,"Male",0,35,"UnitedStates",6248,1
1036708,32,"Private","Yr10","Absent","Repair",103733.33,"Male",0,50,"UnitedStates",0,0
1036959,32,"PSLocal","Bachelor","Married","Professional",163587.6,"Female",0,35,"UnitedStates",0,1
1037041,22,"Private","Yr10","Absent","Clerical",94412.83,"Female",0,40,"UnitedStates",0,0
1037120,22,"Private","College","Absent","Cleaner",NA,"Male",0,35,"UnitedStates",0,0
1037329,40,NA,"HSgrad","Married","Professional",49546.92,"Male",1902,40,"UnitedStates",0,1
1038288,31,"Private","College","Married","Clerical",22086.63,"Male",0,40,"UnitedStates",0,0
1038442,33,"Private","Associate","Married-spouse-absent","Machinist",198418.74,"Male",0,40,"UnitedStates",0,0
1040016,35,"Private","Bachelor","Married","Executive",64517.85,"Male",0,50,"UnitedStates",7688,1
1040415,39,"Private","HSgrad","Married","Clerical",263252.35,"Female",0,25,"UnitedStates",0,0
1041969,17,"Private","Yr9","Absent","Sales",130301.1,"Male",0,22,"UnitedStates",0,0
1042304,59,"Private","HSgrad","Widowed","Service",53968.46,"Female",NA,10,"UnitedStates",0,0
1043241,37,"Private",NA,"Divorced","Transport",66341.59,"Male",0,40,"UnitedStates",0,0
1043733,82,"Private","Yr5t6","Widowed","Service",252435.63,"Male",0,20,"UnitedStates",0,0
1044233,30,"Private","HSgrad","Married","Cleaner",50241.5,"Male",0,40,"UnitedStates",0,0
1044584,43,"Private","College","Divorced","Executive",175224.4,"Female",0,45,NA,0,0
1045770,33,"Private","Bachelor","Married","Professional",9371.51,"Male",0,40,"UnitedStates",0,0
1046142,28,"Private","HSgrad","Married","Transport",35189.05,"Male",0,55,"UnitedStates",0,0
1046409,37,"Private","Yr5t6","Absent","Clerical",98176.24,"Female",0,40,"Mexico",0,0
1046442,39,"Private","Bachelor","Married","Executive",22030.33,"Male",0,45,"UnitedStates",0,0
1046453,62,"PSState","Bachelor","Divorced","Professional",77664.69,"Male",0,40,"UnitedStates",0,0
1046914,44,"PSLocal","Bachelor","Divorced","Professional",243076.64,"Female",0,60,"UnitedStates",0,0
1047546,29,"Private","College","Absent","Professional",88981.36,"Female",0,40,"UnitedStates",0,0
1047634,42,"Private","Bachelor","Married","Executive",66952.28,NA,0,40,"UnitedStates",0,0
1047698,40,"Private","HSgrad","Married","Repair",144187.19,"Female",0,40,"UnitedStates",7298,1
1047838,29,"PSFederal","College","Married","Clerical",54390.65,"Male",0,40,"UnitedStates",5298,1
1048072,55,"PSFederal","College","Married","Clerical",45804.12,"Male",0,40,"UnitedStates",2889,1
1048319,45,"PSLocal","Master","Divorced","Professional",NA,"Female",0,40,"UnitedStates",0,0
1048967,34,"Private","HSgrad","Married","Executive",4524.86,"Male",0,40,"UnitedStates",0,1
1049344,46,"Private","HSgrad","Married","Sales",32944.03,"Male",0,45,"UnitedStates",NA,1
1049352,54,"PSState","Doctorate","Absent","Executive",71715.5,"Female",0,50,"UnitedStates",7879,1
1049779,19,"Private","College","Absent","Sales",93070,"Female",0,30,"UnitedStates",0,0
1050147,37,"Private","Master","Married","Support",30353.77,"Male",0,60,"UnitedStates",5627,1
1051144,70,"Private","Bachelor","Married","Cleaner",72715.96,"Male",0,40,NA,6418,1
1051648,56,"Private","Yr7t8","Married","Repair",49237.33,"Male",0,26,"UnitedStates",0,0
1052626,21,"Private","Vocational","Absent","Farming",82725.18,"Female",1068,30,"UnitedStates",0,0
1052742,65,"Private","HSgrad","Widowed","Clerical",115548.72,"Female",0,20,"UnitedStates",0,0
1053021,35,"SelfEmp","Bachelor","Unmarried","Professional",42736.77,"Female",0,50,"UnitedStates",NA,0
1053888,53,"Private","HSgrad","Married","Executive",30301.98,"Male",0,60,"UnitedStates",2890,1
1053952,30,"Private","Vocational","Married","Clerical",21551.74,"Female",0,24,"UnitedStates",0,0
1053964,28,"Private","HSgrad","Divorced","Cleaner",73730.39,"Male",0,40,"UnitedStates",0,0
1054934,34,"Private","Professional","Absent","Professional",70635.85,"Female",0,40,"UnitedStates",0,0
1055388,52,"Private","HSgrad","Divorced","Repair",2382.43,"Male",0,40,"UnitedStates",0,0
1055537,36,"Private","Yr10","Married","Machinist",NA,"Male",0,40,"UnitedStates",0,0
1055739,32,"PSFederal","HSgrad","Absent","Service",112250.05,"Female",0,32,"UnitedStates",0,0
1055778,73,"SelfEmp","Bachelor","Married","Sales",20608.32,"Male",0,50,"UnitedStates",1639,1
1056202,54,"PSLocal","Master","Divorced","Professional",95784.2,"Female",0,40,"UnitedStates",0,0
1059492,30,"Private","HSgrad",NA,"Machinist",28988.26,"Male",0,40,"UnitedStates",0,0
1059811,40,"PSLocal","Bachelor","Divorced","Professional",296284.55,"Female",0,40,"UnitedStates",0,0
1060159,60,"SelfEmp","HSgrad","Married","Clerical",235662.8,"Female",0,15,"UnitedStates",15024,1
1060239,38,"Private","Yr10","Divorced","Machinist",68357.88,"Female",0,40,"Portugal",0,0
1060583,23,"Private","College","Absent","Sales",48397.69,"Male",0,25,"Philippines",0,0
1061188,74,"Consultant","Doctorate","Married-spouse-absent","Professional",40643.16,"Male",0,25,"UnitedStates",5911,1
1061222,19,"Private","HSgrad","Absent","Service",20263.3,"Female",0,30,"UnitedStates",0,0
1061292,39,"Private","Bachelor","Absent","Executive",57245.29,"Male",0,45,"UnitedStates",0,0
1061323,29,"Private","College","Absent","Sales",113713.14,"Male",0,30,"UnitedStates",0,0
1061526,43,"Private","Master","Married","Executive",26718.94,"Male",0,50,"UnitedStates",4954,1
1061596,26,"PSLocal","Bachelor","Absent","Professional",80090.43,"Female",0,40,"UnitedStates",0,0
1062043,19,"Private","Yr11","Absent","Repair",71065.53,NA,0,56,"UnitedStates",0,0
1062363,40,"SelfEmp","Bachelor","Married","Professional",30140.84,"Male",0,60,"UnitedStates",0,0
1063298,57,"Private","HSgrad","Widowed","Clerical",55758.54,"Female",0,36,"UnitedStates",0,0
1063812,29,"Private","College","Married","Cleaner",32079.84,"Male",0,20,NA,0,0
1064437,57,"SelfEmp","College","Married","Executive",3392.03,"Male",0,40,"UnitedStates",0,0
1064550,19,"Private","College","Absent","Cleaner",78338.21,"Male",0,20,"UnitedStates",0,0
1065237,48,"Private","HSgrad","Widowed","Machinist",NA,"Female",0,16,"UnitedStates",0,0
1065248,18,NA,"HSgrad","Absent","Service",76092.27,"Male",0,NA,"UnitedStates",0,0
1065290,50,"Private","College","Married","Sales",33450.41,"Male",0,60,"UnitedStates",0,0
1065635,58,"Private","HSgrad","Married","Transport",37168.49,"Male",0,40,"UnitedStates",3760,1
1065674,40,"Private","College","Married","Machinist",39443.33,"Male",0,40,"UnitedStates",0,0
1065816,35,"Private","Yr11","Married","Farming",38106.16,NA,0,40,"UnitedStates",0,0
1065899,22,NA,"HSgrad","Divorced",NA,81137.85,"Female",0,40,"UnitedStates",0,0
1066450,41,"Private","College","Married","Machinist",12651.15,"Male",0,42,"UnitedStates",7298,1
1067118,18,"Private","HSgrad","Absent","Service",209114.75,"Female",0,30,NA,0,0
1067215,42,"Consultant","Doctorate","Absent","Professional",74757.49,"Female",0,45,"UnitedStates",0,0
1067370,54,"Consultant","College","Married","Transport",29282.08,"Male",0,30,"UnitedStates",0,0
1067399,44,"Consultant","HSgrad","Married","Farming",22917.76,"Male",0,40,"UnitedStates",0,0
1067884,44,"Private","HSgrad","Married","Repair",35956.04,"Male",0,41,"UnitedStates",0,0
1068642,51,"Private","College","Married","Repair",42628.43,"Male",0,48,"UnitedStates",3103,1
1069160,38,"PSState","Bachelor","Absent","Executive",59178.12,"Male",0,40,"UnitedStates",0,0
1069363,41,"Private","College","Divorced","Sales",10747.59,"Female",0,48,"UnitedStates",0,0
1069447,21,"Private","HSgrad","Absent","Sales",162103.43,"Male",0,40,"UnitedStates",0,0
1069469,37,NA,"HSgrad","Married","Repair",41964.4,"Male",0,40,"UnitedStates",0,0
1070432,49,"SelfEmp","College","Married","Professional",189129.57,"Female",0,65,"UnitedStates",5600,1
1070455,39,"Private","HSgrad","Absent","Machinist",89935.48,"Male",0,40,"UnitedStates",0,0
1070610,24,"Private","HSgrad","Divorced","Machinist",55642.17,"Male",0,40,"UnitedStates",0,0
1071131,65,"PSState","HSgrad","Married","Clerical",49027.46,"Male",2174,40,"UnitedStates",0,1
1071525,30,"Private","HSgrad","Married","Repair",29380.77,"Male",1848,40,"UnitedStates",5848,1
1071615,51,"Private","Vocational","Married","Executive",20300.74,"Male",0,50,"UnitedStates",3925,1
1072191,29,"Private","HSgrad","Absent","Executive",86241.61,"Female",0,40,"UnitedStates",0,0
1072647,45,"Consultant","HSgrad","Married","Executive",11373.45,"Male",0,50,"UnitedStates",0,0
1073233,27,"Private","College","Married","Sales",59321.84,"Male",0,50,"UnitedStates",0,0
1073594,47,"PSState","HSgrad","Married","Clerical",146328.63,"Female",0,40,"UnitedStates",15692,1
1074360,18,NA,"College","Absent",NA,258160.48,"Male",0,16,"UnitedStates",0,0
1075127,45,"Consultant","Bachelor","Married","Transport",24800.44,"Male",0,40,"UnitedStates",0,1
1075301,55,"Private","College","Married","Professional",35359,"Male",0,40,"UnitedStates",0,0
1075520,46,"Private","HSgrad","Divorced","Professional",126466.42,"Female",NA,40,"UnitedStates",0,0
1076232,51,"Private","College","Absent","Executive",75170.57,"Female",0,12,"UnitedStates",0,0
1076321,25,"PSLocal","HSgrad","Absent","Farming",179015.01,"Male",1146,16,"UnitedStates",0,0
1076399,37,"PSFederal","College","Married","Machinist",21520.56,"Male",0,40,"UnitedStates",0,0
1077489,27,"Private","Associate","Married","Clerical",199104.55,"Female",0,25,"UnitedStates",0,0
1077831,41,"PSLocal","Associate","Married","Support",27621.04,"Male",0,40,"UnitedStates",1457,1
1078095,44,"Consultant","College","Divorced","Farming",192599.61,"Male",0,40,"UnitedStates",0,0
1078414,22,NA,"College","Absent",NA,92014.13,"Male",0,40,"UnitedStates",0,0
1078555,52,"Private","HSgrad","Married","Repair",38175.16,"Male",0,50,"UnitedStates",2505,1
1079172,67,"PSState","Doctorate","Married","Professional",15898.03,"Male",0,12,NA,0,0
1079199,58,"Private","Vocational","Married","Executive",49228.83,"Male",0,40,"Germany",0,1
1079231,52,"SelfEmp","Bachelor",NA,"Sales",41019.67,"Male",0,55,NA,0,0
1080262,42,"Private","Doctorate","Absent","Professional",105677.14,"Male",0,36,"UnitedStates",10302,1
1080546,21,NA,"College","Absent",NA,150958.41,"Male",0,30,"UnitedStates",0,0
1080638,53,NA,"Yr10","Married","Transport",14646.62,"Male",0,40,"UnitedStates",10379,1
1080861,40,"Private","College","Married","Professional",385067.54,"Female",0,40,"UnitedStates",0,0
1081320,60,"Consultant","HSgrad","Married","Sales",36145.47,"Male",0,45,"UnitedStates",0,0
1081955,29,"Private","HSgrad","Divorced","Service",80201.6,"Female",0,36,"UnitedStates",0,0
1081993,29,"Private","Yr11","Absent","Service",152961.87,"Female",NA,40,"UnitedStates",0,0
1082079,NA,"Consultant","Bachelor","Absent","Professional",88287.76,"Male",0,50,"UnitedStates",3788,1
1082940,75,NA,"Yr10","Widowed",NA,126406.52,"Female",0,1,"China",0,0
1083956,21,"Private","HSgrad","Absent","Repair",104110.16,"Male",0,40,"UnitedStates",0,0
1084857,31,"Private","College","Absent","Executive",609.72,"Male",0,40,"UnitedStates",0,0
1084870,23,"PSLocal","HSgrad","Absent","Farming",27390.28,"Male",0,40,"Poland",0,0
1086186,23,"Private","Associate","Absent","Sales",36254.32,"Male",0,40,"UnitedStates",0,0
1086283,NA,NA,"Yr12","Absent",NA,175051.39,"Male",0,20,"UnitedStates",0,0
1086565,20,"PSLocal","College","Absent","Protective",126038.65,"Male",NA,25,"UnitedStates",0,0
1087306,37,"Private","College","Divorced","Repair",53249.24,"Male",0,50,"UnitedStates",0,0
1087494,28,"Private","Bachelor","Absent","Clerical",57135.48,"Female",0,45,"UnitedStates",0,0
1087497,65,"Consultant","College","Married",NA,29100.18,"Male",2174,10,"UnitedStates",7525,1
1087766,21,"Private","HSgrad","Absent","Sales",70275.91,"Female",0,30,"UnitedStates",0,0
1088033,54,"Private","Vocational","Married","Support",66433.01,NA,0,40,"UnitedStates",7688,1
1088256,46,"Private","College","Divorced",NA,47070.57,"Female",0,40,"UnitedStates",0,0
1088269,35,"Private","HSgrad","Absent","Machinist",279599.42,"Female",0,48,"UnitedStates",0,0
1089054,64,"Private","HSgrad","Widowed","Clerical",73486.06,"Female",0,30,"UnitedStates",0,0
1089480,46,"PSFederal","College","Divorced","Clerical",111422.53,"Female",0,NA,"UnitedStates",0,0
1089506,29,"Private","HSgrad","Married","Sales",329171.43,"Female",0,18,"UnitedStates",0,0
1089633,27,"Private","HSgrad","Absent","Cleaner",104372.79,"Male",NA,35,"UnitedStates",0,0
1089802,50,"Private","HSgrad","Divorced","Professional",145031.73,"Female",0,40,"UnitedStates",0,0
1090095,50,"Private","Bachelor","Married","Professional",26158.2,"Male",0,43,"UnitedStates",2024,1
1090528,45,"Private","Yr9","Married","Cleaner",59534.87,"Male",0,40,"India",0,0
1090965,39,"Private","HSgrad","Absent","Machinist",85565.16,"Female",0,10,"UnitedStates",0,0
1091364,40,"Private","College","Divorced",NA,128629.84,"Male",0,45,"UnitedStates",0,0
1091430,26,"Private","Yr12","Absent","Service",199628.02,"Male",0,40,"UnitedStates",0,0
1092461,41,"PSLocal","HSgrad","Divorced","Transport",108760.33,"Female",0,38,"UnitedStates",0,0
1092487,29,"Private","Bachelor","Married","Repair",30838.37,NA,0,45,"UnitedStates",0,0
1092510,35,NA,"College","Divorced",NA,84371.66,"Female",0,36,"UnitedStates",0,0
1092573,32,"Private","Yr10","Absent","Repair",229452.89,"Male",0,40,"UnitedStates",0,0
1093284,60,"PSState","Master","Married","Professional",25719.5,"Male",0,38,"China",4154,1
1093662,38,"Private","HSgrad","Married","Transport",11525.85,"Male",0,40,"Malaysia",0,0
1093748,25,"PSLocal","Bachelor","Absent","Professional",104146.06,"Male",0,40,"UnitedStates",0,0
1093758,41,"Consultant","College","Divorced","Repair",126239.52,"Male",0,40,"UnitedStates",0,0
1093811,26,"Private","Bachelor","Married","Professional",13790.85,"Male",0,58,"UnitedStates",10210,1
1094029,23,"Private","Vocational","Absent","Professional",33182.37,"Female",0,36,"UnitedStates",0,0
1094328,24,"Private","HSgrad","Absent","Repair",73809.11,"Male",0,40,"UnitedStates",0,0
1094468,33,"PSLocal","Bachelor","Absent","Professional",49859.42,"Female",0,46,"UnitedStates",0,0
1094742,27,"Private","HSgrad","Married","Clerical",25889.7,"Male",0,39,"UnitedStates",0,0
1095005,36,"Private","Master","Absent","Professional",96900.94,"Female",0,40,"UnitedStates",0,0
1095145,50,"SelfEmp","Master","Married","Sales",22536.37,"Male",0,40,"UnitedStates",5699,1
1095475,29,"Private","HSgrad","Married","Machinist",53693.92,"Male",0,NA,"UnitedStates",0,0
1095563,45,"PSState","HSgrad","Divorced","Protective",161281.24,"Female",0,NA,"UnitedStates",0,0
1096789,41,"PSLocal","Master","Divorced","Professional",189299.57,"Female",0,60,"UnitedStates",0,0
1097194,39,"Private","Yr9","Married","Service",136378.92,"Female",0,34,"UnitedStates",0,0
1097846,66,"Consultant","Yr9","Married",NA,25973.47,"Male",0,25,"UnitedStates",NA,1
1098469,39,"Private","College","Married","Clerical",15275.18,NA,0,25,"Mexico",0,0
1098794,44,"Private","Master","Married","Executive",53626.14,"Male",0,40,"UnitedStates",4145,1
1099084,22,"Private","College","Absent","Sales",249741.88,"Female",0,15,"UnitedStates",0,0
1099818,21,NA,"College","Absent",NA,119656.67,"Male",0,NA,"UnitedStates",0,0
1099829,34,"Private","HSgrad","Absent","Repair",59338.83,"Male",0,40,"UnitedStates",0,0
1100629,22,"Private","Bachelor","Absent","Professional",41992.73,"Female",0,9,"UnitedStates",0,0
1101572,45,"Private","HSgrad","Married","Farming",39403.87,"Male",NA,40,"UnitedStates",0,0
1101607,56,"Private","HSgrad","Married","Machinist",35545.48,"Male",0,40,"UnitedStates",0,0
1101672,53,"Consultant","HSgrad","Married","Farming",32036.42,"Male",0,85,"UnitedStates",0,0
1102431,27,"Consultant","HSgrad","Absent","Repair",72408.32,"Male",0,30,"UnitedStates",0,0
1102543,32,"Private","Vocational","Absent","Service",85652.5,"Male",0,45,"UnitedStates",0,0
1102916,31,"Consultant","Bachelor","Divorced","Repair",122380.38,"Male",0,60,"UnitedStates",0,0
1103122,39,"Private","HSgrad","Married","Repair",35689.37,"Male",0,40,NA,7298,1
1104891,32,"Private","HSgrad","Divorced","Clerical",115759.45,"Female",0,40,"UnitedStates",0,0
1105302,51,"Consultant","Yr10","Widowed","Transport",38448.49,"Female",0,40,"UnitedStates",0,0
1106000,50,"Private","HSgrad","Married-spouse-absent","Cleaner",245512.73,"Female",0,40,"UnitedStates",0,0
1106223,29,"Private","HSgrad","Married","Transport",16596.93,"Male",0,40,"UnitedStates",0,0
1106404,41,"Private","Bachelor","Absent","Professional",76867.5,"Male",0,40,"UnitedStates",3156,1
1106638,31,"Private","HSgrad","Absent","Farming",266708.54,"Male",0,45,"UnitedStates",0,0
1106866,34,"Private","HSgrad","Absent","Repair",65181.4,"Male",0,55,"UnitedStates",0,0
1107059,30,"Private","HSgrad","Married","Transport",50564.31,"Male",0,40,"UnitedStates",0,0
1107554,27,"Private","Bachelor","Married","Executive",29372.19,"Male",0,40,"UnitedStates",0,0
1107589,37,"Private","Bachelor","Married","Machinist",16834.5,"Male",0,40,"UnitedStates",5124,1
1107939,50,"PSLocal","Master","Divorced","Professional",54815.01,"Female",0,30,NA,0,0
1108182,45,"Private","Yr12","Married","Clerical",273024.98,"Female",0,40,"UnitedStates",3103,1
1108220,39,NA,"HSgrad","Married",NA,24090.81,"Male",0,40,"UnitedStates",0,0
1108500,46,"Private","HSgrad","Divorced","Home",87517.4,"Female",0,25,"UnitedStates",0,0
1108778,45,"Consultant","HSgrad","Married","Executive",45021.81,"Male",0,40,"China",0,0
1109027,33,"PSLocal","Vocational","Absent","Protective",83998.37,"Male",0,56,"UnitedStates",0,0
1109297,26,"Private","Bachelor","Absent","Clerical",302473.86,"Female",0,40,"Mexico",0,0
1109790,45,"PSLocal","HSgrad","Unmarried","Service",NA,"Female",0,40,"UnitedStates",0,0
1110457,29,"Private","Vocational","Married","Repair",37179.24,"Male",0,50,"UnitedStates",0,0
1110947,23,"Private","HSgrad","Absent","Executive",190071.74,"Male",0,40,"UnitedStates",0,0
1111830,47,"Private","College","Married","Machinist",43274.45,"Male",0,40,"Philippines",3103,1
1112067,28,"Private","Yr11","Married","Repair",107861.57,"Male",0,60,"UnitedStates",7716,1
1112474,61,"Private",NA,"Married",NA,163175.67,"Female",0,38,"UnitedStates",15024,1
1112821,31,"Private","HSgrad","Divorced","Transport",105269.72,"Male",0,45,"UnitedStates",0,0
1113322,20,NA,"College",NA,NA,156892.82,"Male",0,36,"UnitedStates",0,0
1113768,74,NA,"HSgrad","Widowed",NA,43529.53,"Female",0,10,"UnitedStates",0,0
1113778,54,"PSState","Master","Married-spouse-absent","Professional",51958.85,"Female",0,40,"China",0,0
1113899,42,"Private","College","Married","Service",NA,"Male",0,40,"UnitedStates",1590,1
1114167,28,"Private","Doctorate","Absent","Clerical",73107.98,"Male",0,18,"UnitedStates",0,0
